"tabela","categoria","idade_cat","sexo","region_cadunico","med_altura","med_peso","med_imc","n_dist"
"estados","Mato Grosso","4a","Masculino","Urbana",-0.08,0.12,0.28,17556
"estados","Mato Grosso do Sul","4a","Masculino","Rural",-0.42,0.07,0.53,3465
"estados","Mato Grosso do Sul","4a","Masculino","Urbana",-0.1,0.21,0.42,15371
"estados","Minas Gerais","4a","Masculino","Rural",0.04,0.13,0.16,38824
"estados","Minas Gerais","4a","Masculino","Urbana",0.06,0.22,0.29,116257
"estados","Para","4a","Masculino","Rural",-0.87,-0.5,0.09,41827
"estados","Para","4a","Masculino","Urbana",-0.58,-0.27,0.16,59272
"estados","Paraiba","4a","Masculino","Rural",0,0.2,0.31,20534
"estados","Paraiba","4a","Masculino","Urbana",0.02,0.27,0.39,39051
"estados","Parana","4a","Masculino","Rural",-0.05,0.29,0.49,14188
"estados","Parana","4a","Masculino","Urbana",0.03,0.31,0.46,50886
"estados","Pernambuco","4a","Masculino","Rural",-0.05,0.16,0.3,32983
"estados","Pernambuco","4a","Masculino","Urbana",0.04,0.27,0.39,55743
"estados","Piaui","4a","Masculino","Rural",-0.34,-0.21,0.01,20628
"estados","Piaui","4a","Masculino","Urbana",-0.21,-0.07,0.1,25543
"estados","Rio Grande do Norte","4a","Masculino","Rural",-0.15,0.18,0.42,11802
"estados","Rio Grande do Norte","4a","Masculino","Urbana",-0.18,0.21,0.49,22016
"estados","Rio Grande do Sul","4a","Masculino","Rural",-0.04,0.41,0.68,10284
"estados","Rio Grande do Sul","4a","Masculino","Urbana",-0.06,0.42,0.7,42987
"estados","Rio de Janeiro","4a","Masculino","Rural",0,0.27,0.41,6745
"estados","Rio de Janeiro","4a","Masculino","Urbana",-0.17,0.18,0.44,57876
"estados","Rondonia","4a","Masculino","Rural",0.08,0.16,0.19,4120
"estados","Rondonia","4a","Masculino","Urbana",-0.08,0.08,0.2,6819
"estados","Roraima","4a","Masculino","Rural",-0.95,-0.42,0.3,1710
"estados","Roraima","4a","Masculino","Urbana",-0.56,-0.24,0.19,4593
"estados","Santa Catarina","4a","Masculino","Rural",-0.13,0.24,0.5,5277
"estados","Santa Catarina","4a","Masculino","Urbana",-0.17,0.18,0.44,15028
"estados","Sao Paulo","4a","Masculino","Rural",-0.07,0.25,0.46,12018
"estados","Sao Paulo","4a","Masculino","Urbana",-0.03,0.3,0.5,128135
"estados","Sergipe","4a","Masculino","Rural",-0.03,0.07,0.15,11475
"estados","Sergipe","4a","Masculino","Urbana",0.06,0.17,0.21,16359
"estados","Tocantins","4a","Masculino","Rural",-0.35,-0.2,0.05,4392
"estados","Tocantins","4a","Masculino","Urbana",-0.2,-0.1,0.05,13831
"estados","Acre","5a","Feminino","Rural",-0.73,-0.5,-0.08,3952
"estados","Acre","5a","Feminino","Urbana",-0.41,-0.25,-0.01,5505
"estados","Alagoas","5a","Feminino","Rural",-0.16,-0.06,0.04,15092
"estados","Alagoas","5a","Feminino","Urbana",-0.07,0.04,0.11,24075
"estados","Amapa","5a","Feminino","Rural",-0.84,-0.57,-0.07,1176
"estados","Amapa","5a","Feminino","Urbana",-0.76,-0.48,-0.02,4641
"estados","Amazonas","5a","Feminino","Rural",-0.94,-0.67,-0.12,12997
"estados","Amazonas","5a","Feminino","Urbana",-0.65,-0.4,0,35876
"estados","Bahia","5a","Feminino","Rural",-0.04,-0.13,-0.17,71640
"estados","Bahia","5a","Feminino","Urbana",0.02,0.02,-0.01,99329
"estados","Ceara","5a","Feminino","Rural",-0.17,0.02,0.17,49232
"estados","Ceara","5a","Feminino","Urbana",-0.09,0.18,0.34,65042
"estados","Distrito Federal","5a","Feminino","Rural",0,-0.08,-0.13,798
"estados","Distrito Federal","5a","Feminino","Urbana",0.01,0.04,0.04,4870
"estados","Espirito Santo","5a","Feminino","Rural",0.09,0.1,0.05,6787
"estados","Espirito Santo","5a","Feminino","Urbana",0.06,0.14,0.13,17716
"estados","Goias","5a","Feminino","Rural",0.15,0.07,-0.04,3567
"estados","Goias","5a","Feminino","Urbana",0.08,0.09,0.05,32196
"estados","Maranhao","5a","Feminino","Rural",-0.56,-0.52,-0.26,42244
"estados","Maranhao","5a","Feminino","Urbana",-0.37,-0.36,-0.2,59602
"estados","Mato Grosso","5a","Feminino","Rural",-0.13,-0.03,0.06,3866
"estados","Mato Grosso","5a","Feminino","Urbana",-0.01,0.07,0.1,17057
"estados","Mato Grosso do Sul","5a","Feminino","Rural",-0.36,0,0.31,3348
"estados","Mato Grosso do Sul","5a","Feminino","Urbana",-0.03,0.1,0.17,14396
"estados","Minas Gerais","5a","Feminino","Rural",0.03,0.01,-0.02,35302
"estados","Minas Gerais","5a","Feminino","Urbana",0.08,0.15,0.13,105626
"estados","Para","5a","Feminino","Rural",-0.78,-0.61,-0.19,39264
"estados","Para","5a","Feminino","Urbana",-0.53,-0.36,-0.07,59441
"estados","Paraiba","5a","Feminino","Rural",-0.03,0.03,0.06,19176
"estados","Paraiba","5a","Feminino","Urbana",0,0.13,0.17,37290
"estados","Parana","5a","Feminino","Rural",-0.03,0.15,0.23,13671
"estados","Parana","5a","Feminino","Urbana",0.06,0.23,0.27,47171
"estados","Pernambuco","5a","Feminino","Rural",-0.05,0.05,0.1,31428
"estados","Pernambuco","5a","Feminino","Urbana",0.04,0.18,0.22,55833
"estados","Piaui","5a","Feminino","Rural",-0.33,-0.34,-0.21,19249
"estados","Piaui","5a","Feminino","Urbana",-0.17,-0.16,-0.1,24756
"estados","Rio Grande do Norte","5a","Feminino","Rural",-0.16,0.07,0.23,11648
"estados","Rio Grande do Norte","5a","Feminino","Urbana",-0.15,0.15,0.34,22660
"estados","Rio Grande do Sul","5a","Feminino","Rural",0.01,0.32,0.44,10405
"estados","Rio Grande do Sul","5a","Feminino","Urbana",-0.01,0.35,0.5,43253
"estados","Rio de Janeiro","5a","Feminino","Rural",-0.02,0.15,0.21,6867
"estados","Rio de Janeiro","5a","Feminino","Urbana",-0.06,0.16,0.27,59172
"estados","Rondonia","5a","Feminino","Rural",0.1,0.02,-0.08,4086
"estados","Rondonia","5a","Feminino","Urbana",-0.08,-0.06,-0.03,6752
"estados","Roraima","5a","Feminino","Rural",-0.8,-0.49,-0.01,1509
"estados","Roraima","5a","Feminino","Urbana",-0.38,-0.27,-0.08,4674
"estados","Santa Catarina","5a","Feminino","Rural",-0.09,0.16,0.3,5105
"estados","Santa Catarina","5a","Feminino","Urbana",-0.12,0.12,0.27,13712
"estados","Sao Paulo","5a","Feminino","Rural",-0.04,0.18,0.28,11570
"estados","Sao Paulo","5a","Feminino","Urbana",0.03,0.27,0.35,126335
"estados","Sergipe","5a","Feminino","Rural",-0.04,-0.03,-0.03,11175
"estados","Sergipe","5a","Feminino","Urbana",0.05,0.07,0.05,16538
"estados","Tocantins","5a","Feminino","Rural",-0.29,-0.31,-0.21,4153
"estados","Tocantins","5a","Feminino","Urbana",-0.13,-0.18,-0.17,13506
"estados","Acre","5a","Masculino","Rural",-0.75,-0.4,0.11,3931
"estados","Acre","5a","Masculino","Urbana",-0.46,-0.16,0.18,5291
"estados","Alagoas","5a","Masculino","Rural",-0.18,0.03,0.18,14863
"estados","Alagoas","5a","Masculino","Urbana",-0.08,0.15,0.26,22431
"estados","Amapa","5a","Masculino","Rural",-0.91,-0.54,0.04,1221
"estados","Amapa","5a","Masculino","Urbana",-0.82,-0.39,0.19,4560
"estados","Amazonas","5a","Masculino","Rural",-1.01,-0.59,0.08,13074
"estados","Amazonas","5a","Masculino","Urbana",-0.65,-0.28,0.18,34017
"estados","Bahia","5a","Masculino","Rural",-0.08,-0.06,-0.05,69598
"estados","Bahia","5a","Masculino","Urbana",-0.01,0.09,0.11,93590
"estados","Ceara","5a","Masculino","Rural",-0.2,0.13,0.35,47748
"estados","Ceara","5a","Masculino","Urbana",-0.1,0.3,0.51,61107
"estados","Distrito Federal","5a","Masculino","Rural",-0.05,-0.03,-0.04,768
"estados","Distrito Federal","5a","Masculino","Urbana",-0.03,0.07,0.1,4974
"estados","Espirito Santo","5a","Masculino","Rural",0.11,0.23,0.21,6878
"estados","Espirito Santo","5a","Masculino","Urbana",0.06,0.2,0.22,17180
"estados","Goias","5a","Masculino","Rural",0.08,0.15,0.11,3564
"estados","Goias","5a","Masculino","Urbana",0.07,0.19,0.18,31658
"estados","Maranhao","5a","Masculino","Rural",-0.64,-0.46,-0.1,41918
"estados","Maranhao","5a","Masculino","Urbana",-0.43,-0.28,-0.05,55886
"estados","Mato Grosso","5a","Masculino","Rural",-0.11,0.09,0.21,3799
"estados","Mato Grosso","5a","Masculino","Urbana",-0.06,0.13,0.23,16129
"estados","Mato Grosso do Sul","5a","Masculino","Rural",-0.37,0.15,0.56,3313
"estados","Mato Grosso do Sul","5a","Masculino","Urbana",-0.02,0.23,0.35,13880
"estados","Minas Gerais","5a","Masculino","Rural",0.02,0.12,0.12,35185
"estados","Minas Gerais","5a","Masculino","Urbana",0.07,0.23,0.25,103529
"estados","Para","5a","Masculino","Rural",-0.85,-0.53,0.01,39142
"estados","Para","5a","Masculino","Urbana",-0.57,-0.28,0.09,55262
"estados","Paraiba","5a","Masculino","Rural",-0.02,0.18,0.26,19177
"estados","Paraiba","5a","Masculino","Urbana",0.02,0.26,0.34,36248
"estados","Parana","5a","Masculino","Rural",-0.03,0.27,0.41,13855
"estados","Parana","5a","Masculino","Urbana",0.04,0.33,0.43,46394
"estados","Pernambuco","5a","Masculino","Rural",-0.07,0.15,0.25,30846
"estados","Pernambuco","5a","Masculino","Urbana",0.02,0.28,0.37,51264
"estados","Piaui","5a","Masculino","Rural",-0.35,-0.25,-0.08,19517
"estados","Piaui","5a","Masculino","Urbana",-0.2,-0.05,0.08,23549
"estados","Rio Grande do Norte","5a","Masculino","Rural",-0.19,0.17,0.4,11051
"estados","Rio Grande do Norte","5a","Masculino","Urbana",-0.15,0.26,0.49,20552
"estados","Rio Grande do Sul","5a","Masculino","Rural",-0.01,0.43,0.63,10110
"estados","Rio Grande do Sul","5a","Masculino","Urbana",-0.02,0.45,0.67,40458
"estados","Rio de Janeiro","5a","Masculino","Rural",0.02,0.27,0.35,6457
"estados","Rio de Janeiro","5a","Masculino","Urbana",-0.08,0.24,0.4,53764
"estados","Rondonia","5a","Masculino","Rural",0.05,0.12,0.09,3817
"estados","Rondonia","5a","Masculino","Urbana",-0.04,0.05,0.09,6312
"estados","Roraima","5a","Masculino","Rural",-0.85,-0.36,0.25,1554
"estados","Roraima","5a","Masculino","Urbana",-0.45,-0.23,0.05,4276
"estados","Santa Catarina","5a","Masculino","Rural",-0.12,0.25,0.46,5099
"estados","Santa Catarina","5a","Masculino","Urbana",-0.16,0.22,0.46,13415
"estados","Sao Paulo","5a","Masculino","Rural",-0.06,0.28,0.45,11101
"estados","Sao Paulo","5a","Masculino","Urbana",0.02,0.34,0.47,118457
"estados","Sergipe","5a","Masculino","Rural",-0.08,0.04,0.09,10664
"estados","Sergipe","5a","Masculino","Urbana",0.02,0.14,0.14,14879
"estados","Tocantins","5a","Masculino","Rural",-0.36,-0.22,-0.02,4036
"estados","Tocantins","5a","Masculino","Urbana",-0.18,-0.09,-0.01,12481
"estados","Acre","6a","Feminino","Rural",-0.63,-0.41,-0.06,3309
"estados","Acre","6a","Feminino","Urbana",-0.32,-0.16,0,4638
"estados","Alagoas","6a","Feminino","Rural",-0.11,-0.01,0.05,12678
"estados","Alagoas","6a","Feminino","Urbana",-0.02,0.1,0.13,19403
"estados","Amapa","6a","Feminino","Rural",-0.72,-0.49,-0.1,920
"estados","Amapa","6a","Feminino","Urbana",-0.66,-0.39,-0.03,3759
"estados","Amazonas","6a","Feminino","Rural",-0.87,-0.57,-0.08,10272
"estados","Amazonas","6a","Feminino","Urbana",-0.54,-0.28,0.03,29904
"estados","Bahia","6a","Feminino","Rural",0.02,-0.07,-0.15,61949
"estados","Bahia","6a","Feminino","Urbana",0.09,0.1,0.02,84177
"estados","Ceara","6a","Feminino","Rural",-0.13,0.08,0.19,41963
"estados","Ceara","6a","Feminino","Urbana",-0.05,0.24,0.34,53918
"estados","Distrito Federal","6a","Feminino","Rural",0.07,0.04,-0.04,584
"estados","Distrito Federal","6a","Feminino","Urbana",0.1,0.11,0.03,3818
"estados","Espirito Santo","6a","Feminino","Rural",0.17,0.18,0.08,6121
"estados","Espirito Santo","6a","Feminino","Urbana",0.14,0.2,0.14,15445
"estados","Goias","6a","Feminino","Rural",0.19,0.14,-0.01,3056
"estados","Goias","6a","Feminino","Urbana",0.17,0.18,0.08,27068
"estados","Maranhao","6a","Feminino","Rural",-0.48,-0.43,-0.23,35589
"estados","Maranhao","6a","Feminino","Urbana",-0.29,-0.26,-0.17,49723
"estados","Mato Grosso","6a","Feminino","Rural",-0.01,0.07,0.08,3151
"estados","Mato Grosso","6a","Feminino","Urbana",0.08,0.15,0.11,14061
"estados","Mato Grosso do Sul","6a","Feminino","Rural",-0.3,0.1,0.36,2887
"estados","Mato Grosso do Sul","6a","Feminino","Urbana",0.05,0.17,0.17,12046
"estados","Minas Gerais","6a","Feminino","Rural",0.07,0.07,0,30419
"estados","Minas Gerais","6a","Feminino","Urbana",0.15,0.22,0.16,87589
"estados","Para","6a","Feminino","Rural",-0.7,-0.53,-0.18,33582
"estados","Para","6a","Feminino","Urbana",-0.43,-0.27,-0.04,50119
"estados","Paraiba","6a","Feminino","Rural",-0.01,0.08,0.08,17171
"estados","Paraiba","6a","Feminino","Urbana",0.05,0.18,0.17,32357
"estados","Parana","6a","Feminino","Rural",0.03,0.17,0.19,12468
"estados","Parana","6a","Feminino","Urbana",0.12,0.28,0.26,40280
"estados","Pernambuco","6a","Feminino","Rural",-0.03,0.09,0.1,26916
"estados","Pernambuco","6a","Feminino","Urbana",0.06,0.24,0.25,46326
"estados","Piaui","6a","Feminino","Rural",-0.27,-0.27,-0.2,16629
"estados","Piaui","6a","Feminino","Urbana",-0.11,-0.09,-0.07,20591
"estados","Rio Grande do Norte","6a","Feminino","Rural",-0.12,0.13,0.25,9563
"estados","Rio Grande do Norte","6a","Feminino","Urbana",-0.1,0.22,0.35,18713
"estados","Rio Grande do Sul","6a","Feminino","Rural",0.07,0.36,0.42,9270
"estados","Rio Grande do Sul","6a","Feminino","Urbana",0.07,0.42,0.5,36384
"estados","Rio de Janeiro","6a","Feminino","Rural",0.09,0.27,0.27,5886
"estados","Rio de Janeiro","6a","Feminino","Urbana",0.04,0.26,0.31,48591
"estados","Rondonia","6a","Feminino","Rural",0.12,0.04,-0.09,3542
"estados","Rondonia","6a","Feminino","Urbana",0.02,0,-0.06,5737
"estados","Roraima","6a","Feminino","Rural",-0.67,-0.33,0.06,1225
"estados","Roraima","6a","Feminino","Urbana",-0.25,-0.16,-0.07,3803
"estados","Santa Catarina","6a","Feminino","Rural",-0.03,0.2,0.28,4378
"estados","Santa Catarina","6a","Feminino","Urbana",-0.06,0.22,0.32,11449
"estados","Sao Paulo","6a","Feminino","Rural",0.03,0.24,0.29,9513
"estados","Sao Paulo","6a","Feminino","Urbana",0.13,0.35,0.36,102320
"estados","Sergipe","6a","Feminino","Rural",0.02,0.02,-0.04,9425
"estados","Sergipe","6a","Feminino","Urbana",0.08,0.13,0.07,13506
"estados","Tocantins","6a","Feminino","Rural",-0.23,-0.23,-0.17,3514
"estados","Tocantins","6a","Feminino","Urbana",-0.06,-0.09,-0.13,11304
"estados","Acre","6a","Masculino","Rural",-0.72,-0.43,0.03,3155
"estados","Acre","6a","Masculino","Urbana",-0.4,-0.18,0.08,4270
"estados","Alagoas","6a","Masculino","Rural",-0.19,-0.01,0.13,12504
"estados","Alagoas","6a","Masculino","Urbana",-0.07,0.12,0.21,17793
"estados","Amapa","6a","Masculino","Rural",-0.85,-0.52,0.02,939
"estados","Amapa","6a","Masculino","Urbana",-0.72,-0.4,0.08,3566
"estados","Amazonas","6a","Masculino","Rural",-0.96,-0.55,0.09,10253
"estados","Amazonas","6a","Masculino","Urbana",-0.62,-0.27,0.16,26785
"estados","Bahia","6a","Masculino","Rural",-0.07,-0.09,-0.1,59396
"estados","Bahia","6a","Masculino","Urbana",0.02,0.08,0.06,77493
"estados","Ceara","6a","Masculino","Rural",-0.2,0.1,0.31,40353
"estados","Ceara","6a","Masculino","Urbana",-0.09,0.29,0.47,49375
"estados","Distrito Federal","6a","Masculino","Rural",0.05,0.07,0.03,524
"estados","Distrito Federal","6a","Masculino","Urbana",0.04,0.13,0.13,3654
"estados","Espirito Santo","6a","Masculino","Rural",0.11,0.2,0.17,6222
"estados","Espirito Santo","6a","Masculino","Urbana",0.07,0.19,0.18,14604
"estados","Goias","6a","Masculino","Rural",0.1,0.17,0.11,2978
"estados","Goias","6a","Masculino","Urbana",0.09,0.2,0.17,26226
"estados","Maranhao","6a","Masculino","Rural",-0.61,-0.47,-0.15,34726
"estados","Maranhao","6a","Masculino","Urbana",-0.39,-0.29,-0.09,45558
"estados","Mato Grosso","6a","Masculino","Rural",-0.03,0.15,0.21,3155
"estados","Mato Grosso","6a","Masculino","Urbana",0.01,0.14,0.17,12993
"estados","Mato Grosso do Sul","6a","Masculino","Rural",-0.26,0.19,0.51,2797
"estados","Mato Grosso do Sul","6a","Masculino","Urbana",0.01,0.24,0.31,11435
"estados","Minas Gerais","6a","Masculino","Rural",0.01,0.09,0.09,30547
"estados","Minas Gerais","6a","Masculino","Urbana",0.09,0.23,0.23,84286
"estados","Para","6a","Masculino","Rural",-0.8,-0.53,-0.05,32139
"estados","Para","6a","Masculino","Urbana",-0.54,-0.3,0.04,45075
"estados","Paraiba","6a","Masculino","Rural",-0.06,0.11,0.19,17068
"estados","Paraiba","6a","Masculino","Urbana",0.02,0.24,0.3,30854
"estados","Parana","6a","Masculino","Rural",-0.01,0.25,0.35,12588
"estados","Parana","6a","Masculino","Urbana",0.06,0.31,0.36,39036
"estados","Pernambuco","6a","Masculino","Rural",-0.08,0.11,0.2,25839
"estados","Pernambuco","6a","Masculino","Urbana",0.02,0.27,0.34,41586
"estados","Piaui","6a","Masculino","Rural",-0.34,-0.27,-0.13,16733
"estados","Piaui","6a","Masculino","Urbana",-0.17,-0.07,0.02,19164
"estados","Rio Grande do Norte","6a","Masculino","Rural",-0.18,0.15,0.36,9311
"estados","Rio Grande do Norte","6a","Masculino","Urbana",-0.13,0.27,0.49,16702
"estados","Rio Grande do Sul","6a","Masculino","Rural",0.02,0.41,0.56,9097
"estados","Rio Grande do Sul","6a","Masculino","Urbana",0.02,0.46,0.63,34267
"estados","Rio de Janeiro","6a","Masculino","Rural",0.06,0.26,0.3,5528
"estados","Rio de Janeiro","6a","Masculino","Urbana",-0.02,0.27,0.38,42890
"estados","Rondonia","6a","Masculino","Rural",0.07,0.06,-0.01,3126
"estados","Rondonia","6a","Masculino","Urbana",-0.01,0.04,0.04,5256
"estados","Roraima","6a","Masculino","Rural",-0.8,-0.38,0.17,1174
"estados","Roraima","6a","Masculino","Urbana",-0.36,-0.23,-0.05,3386
"estados","Santa Catarina","6a","Masculino","Rural",-0.09,0.24,0.43,4322
"estados","Santa Catarina","6a","Masculino","Urbana",-0.13,0.22,0.41,11033
"estados","Sao Paulo","6a","Masculino","Rural",-0.02,0.27,0.38,9045
"estados","Sao Paulo","6a","Masculino","Urbana",0.07,0.35,0.43,94571
"estados","Sergipe","6a","Masculino","Rural",-0.07,0,0.02,8732
"estados","Sergipe","6a","Masculino","Urbana",0.03,0.13,0.13,11714
"estados","Tocantins","6a","Masculino","Rural",-0.34,-0.23,-0.06,3340
"estados","Tocantins","6a","Masculino","Urbana",-0.16,-0.11,-0.05,10349
"estados","Acre","7a","Feminino","Rural",-0.59,-0.36,-0.06,1777
"estados","Acre","7a","Feminino","Urbana",-0.22,-0.05,0.07,2538
"estados","Alagoas","7a","Feminino","Rural",0.01,0.1,0.08,6323
"estados","Alagoas","7a","Feminino","Urbana",0.07,0.21,0.19,9404
"estados","Amapa","7a","Feminino","Rural",-0.58,-0.43,-0.16,401
"estados","Amapa","7a","Feminino","Urbana",-0.53,-0.27,0.01,1510
"estados","Amazonas","7a","Feminino","Rural",-0.73,-0.44,-0.03,5394
"estados","Amazonas","7a","Feminino","Urbana",-0.39,-0.16,0.06,15582
"estados","Bahia","7a","Feminino","Rural",0.12,0.06,-0.07,28245
"estados","Bahia","7a","Feminino","Urbana",0.19,0.2,0.07,39494
"estados","Ceara","7a","Feminino","Rural",0.01,0.24,0.28,20253
"estados","Ceara","7a","Feminino","Urbana",0.07,0.36,0.4,26390
"estados","Distrito Federal","7a","Feminino","Rural",0.15,0.2,0.11,313
"estados","Distrito Federal","7a","Feminino","Urbana",0.18,0.24,0.14,2121
"estados","Espirito Santo","7a","Feminino","Rural",0.19,0.22,0.11,2769
"estados","Espirito Santo","7a","Feminino","Urbana",0.17,0.26,0.18,7892
"estados","Goias","7a","Feminino","Rural",0.21,0.21,0.08,1636
"estados","Goias","7a","Feminino","Urbana",0.28,0.33,0.19,12927
"estados","Maranhao","7a","Feminino","Rural",-0.35,-0.29,-0.17,19159
"estados","Maranhao","7a","Feminino","Urbana",-0.17,-0.13,-0.08,27048
"estados","Mato Grosso","7a","Feminino","Rural",0.11,0.23,0.19,1602
"estados","Mato Grosso","7a","Feminino","Urbana",0.16,0.28,0.22,7677
"estados","Mato Grosso do Sul","7a","Feminino","Rural",-0.17,0.19,0.37,1684
"estados","Mato Grosso do Sul","7a","Feminino","Urbana",0.16,0.31,0.26,7201
"estados","Minas Gerais","7a","Feminino","Rural",0.14,0.16,0.06,16261
"estados","Minas Gerais","7a","Feminino","Urbana",0.24,0.32,0.21,45060
"estados","Para","7a","Feminino","Rural",-0.56,-0.39,-0.12,18357
"estados","Para","7a","Feminino","Urbana",-0.32,-0.15,0.02,27408
"estados","Paraiba","7a","Feminino","Rural",0.04,0.18,0.17,7887
"estados","Paraiba","7a","Feminino","Urbana",0.13,0.28,0.23,14220
"estados","Parana","7a","Feminino","Rural",0.07,0.25,0.25,6847
"estados","Parana","7a","Feminino","Urbana",0.18,0.36,0.32,21280
"estados","Pernambuco","7a","Feminino","Rural",0.07,0.21,0.2,12869
"estados","Pernambuco","7a","Feminino","Urbana",0.12,0.32,0.29,21490
"estados","Piaui","7a","Feminino","Rural",-0.16,-0.15,-0.13,7863
"estados","Piaui","7a","Feminino","Urbana",-0.01,0.03,0,9590
"estados","Rio Grande do Norte","7a","Feminino","Rural",0,0.26,0.32,4098
"estados","Rio Grande do Norte","7a","Feminino","Urbana",0.03,0.35,0.41,8518
"estados","Rio Grande do Sul","7a","Feminino","Rural",0.12,0.43,0.46,4476
"estados","Rio Grande do Sul","7a","Feminino","Urbana",0.12,0.51,0.57,17192
"estados","Rio de Janeiro","7a","Feminino","Rural",0.16,0.33,0.29,2609
"estados","Rio de Janeiro","7a","Feminino","Urbana",0.12,0.36,0.36,22476
"estados","Rondonia","7a","Feminino","Rural",0.14,0.1,-0.04,1622
"estados","Rondonia","7a","Feminino","Urbana",0.07,0.13,0.06,2530
"estados","Roraima","7a","Feminino","Rural",-0.51,-0.22,0.07,547
"estados","Roraima","7a","Feminino","Urbana",-0.08,-0.04,-0.05,1828
"estados","Santa Catarina","7a","Feminino","Rural",0.07,0.33,0.36,2389
"estados","Santa Catarina","7a","Feminino","Urbana",0.05,0.32,0.36,6439
"estados","Sao Paulo","7a","Feminino","Rural",0.11,0.33,0.32,4628
"estados","Sao Paulo","7a","Feminino","Urbana",0.22,0.46,0.42,47604
"estados","Sergipe","7a","Feminino","Rural",0.08,0.11,0.04,4414
"estados","Sergipe","7a","Feminino","Urbana",0.13,0.22,0.14,5633
"estados","Tocantins","7a","Feminino","Rural",-0.11,-0.08,-0.07,1907
"estados","Tocantins","7a","Feminino","Urbana",0.06,0.01,-0.08,5962
"estados","Acre","7a","Masculino","Rural",-0.71,-0.42,0.03,1069
"estados","Acre","7a","Masculino","Urbana",-0.3,-0.13,0.07,1258
"estados","Alagoas","7a","Masculino","Rural",-0.09,0.02,0.06,4017
"estados","Alagoas","7a","Masculino","Urbana",0,0.18,0.22,5570
"estados","Amapa","7a","Masculino","Rural",-0.81,-0.6,-0.12,271
"estados","Amapa","7a","Masculino","Urbana",-0.59,-0.29,0.1,941
"estados","Amazonas","7a","Masculino","Rural",-0.79,-0.48,0.04,3397
"estados","Amazonas","7a","Masculino","Urbana",-0.45,-0.16,0.16,8547
"estados","Bahia","7a","Masculino","Rural",0.01,-0.04,-0.11,18943
"estados","Bahia","7a","Masculino","Urbana",0.08,0.12,0.06,24381
"estados","Ceara","7a","Masculino","Rural",-0.11,0.19,0.34,12557
"estados","Ceara","7a","Masculino","Urbana",-0.03,0.34,0.47,15079
"estados","Distrito Federal","7a","Masculino","Rural",0.24,0.24,0.11,155
"estados","Distrito Federal","7a","Masculino","Urbana",0.14,0.2,0.13,1207
"estados","Espirito Santo","7a","Masculino","Rural",0.14,0.2,0.13,2262
"estados","Espirito Santo","7a","Masculino","Urbana",0.06,0.16,0.15,5182
"estados","Goias","7a","Masculino","Rural",0.16,0.19,0.08,1092
"estados","Goias","7a","Masculino","Urbana",0.18,0.25,0.16,9044
"estados","Maranhao","7a","Masculino","Rural",-0.52,-0.44,-0.19,11689
"estados","Maranhao","7a","Masculino","Urbana",-0.31,-0.22,-0.08,15646
"estados","Mato Grosso","7a","Masculino","Rural",0.09,0.23,0.23,1084
"estados","Mato Grosso","7a","Masculino","Urbana",0.09,0.23,0.21,4531
"estados","Mato Grosso do Sul","7a","Masculino","Rural",-0.17,0.24,0.49,991
"estados","Mato Grosso do Sul","7a","Masculino","Urbana",0.09,0.3,0.32,4426
"estados","Minas Gerais","7a","Masculino","Rural",0.07,0.13,0.09,12587
"estados","Minas Gerais","7a","Masculino","Urbana",0.16,0.28,0.23,33622
"estados","Para","7a","Masculino","Rural",-0.7,-0.48,-0.07,10738
"estados","Para","7a","Masculino","Urbana",-0.44,-0.23,0.05,14912
"estados","Paraiba","7a","Masculino","Rural",-0.03,0.12,0.16,6268
"estados","Paraiba","7a","Masculino","Urbana",0.05,0.26,0.28,9979
"estados","Parana","7a","Masculino","Rural",-0.02,0.24,0.35,5894
"estados","Parana","7a","Masculino","Urbana",0.12,0.36,0.39,16960
"estados","Pernambuco","7a","Masculino","Rural",-0.05,0.13,0.19,7965
"estados","Pernambuco","7a","Masculino","Urbana",0.07,0.31,0.34,12744
"estados","Piaui","7a","Masculino","Rural",-0.29,-0.26,-0.15,5691
"estados","Piaui","7a","Masculino","Urbana",-0.09,0,0.04,6019
"estados","Rio Grande do Norte","7a","Masculino","Rural",-0.11,0.23,0.41,2834
"estados","Rio Grande do Norte","7a","Masculino","Urbana",-0.05,0.31,0.45,5591
"estados","Rio Grande do Sul","7a","Masculino","Rural",0.09,0.48,0.58,3705
"estados","Rio Grande do Sul","7a","Masculino","Urbana",0.08,0.5,0.63,13157
"estados","Rio de Janeiro","7a","Masculino","Rural",0.11,0.3,0.31,1838
"estados","Rio de Janeiro","7a","Masculino","Urbana",0.06,0.32,0.38,12886
"estados","Rondonia","7a","Masculino","Rural",0.13,0.11,0.01,924
"estados","Rondonia","7a","Masculino","Urbana",0.06,0.1,0.05,1530
"estados","Roraima","7a","Masculino","Rural",-0.65,-0.24,0.23,322
"estados","Roraima","7a","Masculino","Urbana",-0.24,-0.29,-0.27,870
"estados","Santa Catarina","7a","Masculino","Rural",-0.04,0.26,0.39,2106
"estados","Santa Catarina","7a","Masculino","Urbana",-0.03,0.27,0.39,4926
"estados","Sao Paulo","7a","Masculino","Rural",0.04,0.3,0.37,3163
"estados","Sao Paulo","7a","Masculino","Urbana",0.16,0.43,0.44,30786
"estados","Sergipe","7a","Masculino","Rural",0,0.07,0.06,2642
"estados","Sergipe","7a","Masculino","Urbana",0.01,0.15,0.15,3118
