"tabela","categoria","idade_cat","sexo","region_cadunico","prev_excesso","erro_excesso","prev_obesidade","erro_obesidade"
"geral","geral","0 - 5m","Feminino","Rural",11.21,0.2,3.91,0.12
"geral","geral","0 - 5m","Feminino","Urbana",8.14,0.09,2.47,0.05
"geral","geral","0 - 5m","Masculino","Rural",13.29,0.21,4.62,0.13
"geral","geral","0 - 5m","Masculino","Urbana",9.61,0.1,3.02,0.06
"geral","geral","06 - 11m","Feminino","Rural",19.51,0.13,6.83,0.08
"geral","geral","06 - 11m","Feminino","Urbana",15.87,0.07,5.21,0.05
"geral","geral","06 - 11m","Masculino","Rural",21.54,0.13,7.84,0.09
"geral","geral","06 - 11m","Masculino","Urbana",17.71,0.08,5.99,0.05
"geral","geral","12 - 17m","Feminino","Rural",20.55,0.1,6.86,0.06
"geral","geral","12 - 17m","Feminino","Urbana",18.18,0.06,5.69,0.04
"geral","geral","12 - 17m","Masculino","Rural",21.8,0.1,7.59,0.07
"geral","geral","12 - 17m","Masculino","Urbana",19.66,0.07,6.42,0.04
"geral","geral","18 - 23m","Feminino","Rural",18.33,0.08,5.85,0.05
"geral","geral","18 - 23m","Feminino","Urbana",17.45,0.05,5.41,0.03
"geral","geral","18 - 23m","Masculino","Rural",19.5,0.09,6.62,0.05
"geral","geral","18 - 23m","Masculino","Urbana",18.83,0.06,6.13,0.03
"geral","geral","2a","Feminino","Rural",13.15,0.05,4.32,0.03
"geral","geral","2a","Feminino","Urbana",13.43,0.04,4.41,0.02
"geral","geral","2a","Masculino","Rural",14.5,0.06,5.03,0.03
"geral","geral","2a","Masculino","Urbana",14.51,0.04,4.99,0.02
"geral","geral","3a","Feminino","Rural",10.46,0.05,3.34,0.03
"geral","geral","3a","Feminino","Urbana",11.26,0.03,3.68,0.02
"geral","geral","3a","Masculino","Rural",12.17,0.05,4.39,0.03
"geral","geral","3a","Masculino","Urbana",12.69,0.03,4.65,0.02
"geral","geral","4a","Feminino","Rural",7.95,0.04,2.6,0.02
"geral","geral","4a","Feminino","Urbana",9.33,0.03,3.27,0.02
"geral","geral","4a","Masculino","Rural",9.85,0.04,3.53,0.03
"geral","geral","4a","Masculino","Urbana",11.02,0.03,4.17,0.02
"geral","geral","5a","Feminino","Rural",20.05,0.06,7.11,0.04
"geral","geral","5a","Feminino","Urbana",23.33,0.04,9.08,0.03
"geral","geral","5a","Masculino","Rural",24.1,0.07,9.2,0.04
"geral","geral","5a","Masculino","Urbana",26.78,0.05,11.05,0.03
"geral","geral","6a","Feminino","Rural",20.16,0.07,7.02,0.04
"geral","geral","6a","Feminino","Urbana",23.9,0.05,9.33,0.03
"geral","geral","6a","Masculino","Rural",22.8,0.07,9.07,0.05
"geral","geral","6a","Masculino","Urbana",26.07,0.05,11.42,0.04
"geral","geral","7a","Feminino","Rural",21.98,0.1,7.81,0.06
"geral","geral","7a","Feminino","Urbana",26.04,0.07,10.33,0.05
"geral","geral","7a","Masculino","Rural",22.95,0.12,9.23,0.08
"geral","geral","7a","Masculino","Urbana",26.86,0.09,12.05,0.06
"geral","geral","8a","Feminino","Rural",24.29,0.11,8.67,0.08
"geral","geral","8a","Feminino","Urbana",28.58,0.08,11.33,0.06
"geral","geral","8a","Masculino","Rural",24.25,0.23,10.16,0.16
"geral","geral","8a","Masculino","Urbana",29.28,0.16,14.15,0.12
"geral","geral","9a","Feminino","Rural",25.37,0.12,8.34,0.08
"geral","geral","9a","Feminino","Urbana",29.63,0.09,11.02,0.06
"geral","geral","9a","Masculino","Rural",26.19,0.26,11.12,0.19
"geral","geral","9a","Masculino","Urbana",31.73,0.19,15.48,0.14
"regiao","centro_oeste","0 - 5m","Feminino","Rural",11.61,1.49,4.73,0.98
"regiao","centro_oeste","0 - 5m","Feminino","Urbana",8.17,0.35,2.13,0.19
"regiao","nordeste","0 - 5m","Feminino","Rural",14.58,0.32,5.12,0.2
"regiao","nordeste","0 - 5m","Feminino","Urbana",12.98,0.24,4.49,0.15
"regiao","norte","0 - 5m","Feminino","Rural",13.97,0.91,6.39,0.64
"regiao","norte","0 - 5m","Feminino","Urbana",14.38,0.56,5.01,0.35
"regiao","sudeste","0 - 5m","Feminino","Rural",7.73,0.31,2.31,0.18
"regiao","sudeste","0 - 5m","Feminino","Urbana",6.34,0.13,1.78,0.07
"regiao","sul","0 - 5m","Feminino","Rural",6.95,0.38,2.4,0.23
"regiao","sul","0 - 5m","Feminino","Urbana",5.68,0.15,1.46,0.08
"regiao","centro_oeste","0 - 5m","Masculino","Rural",11.49,1.43,3.63,0.84
"regiao","centro_oeste","0 - 5m","Masculino","Urbana",10.83,0.39,3.37,0.23
"regiao","nordeste","0 - 5m","Masculino","Rural",17.02,0.34,6.18,0.22
"regiao","nordeste","0 - 5m","Masculino","Urbana",15.16,0.26,5.14,0.16
"regiao","norte","0 - 5m","Masculino","Rural",17.27,0.99,5.83,0.61
"regiao","norte","0 - 5m","Masculino","Urbana",15.88,0.57,5.72,0.36
"regiao","sudeste","0 - 5m","Masculino","Rural",9.55,0.34,2.98,0.2
"regiao","sudeste","0 - 5m","Masculino","Urbana",7.75,0.14,2.3,0.08
"regiao","sul","0 - 5m","Masculino","Rural",8.41,0.4,2.85,0.24
"regiao","sul","0 - 5m","Masculino","Urbana",6.52,0.16,1.81,0.09
"regiao","centro_oeste","06 - 11m","Feminino","Rural",13.79,0.76,4.76,0.47
"regiao","centro_oeste","06 - 11m","Feminino","Urbana",14.23,0.28,4.51,0.16
"regiao","nordeste","06 - 11m","Feminino","Rural",21.8,0.17,7.83,0.11
"regiao","nordeste","06 - 11m","Feminino","Urbana",20.75,0.14,7.34,0.09
"regiao","norte","06 - 11m","Feminino","Rural",22.46,0.42,8.19,0.28
"regiao","norte","06 - 11m","Feminino","Urbana",19.77,0.28,6.79,0.17
"regiao","sudeste","06 - 11m","Feminino","Rural",13.52,0.27,4.17,0.16
"regiao","sudeste","06 - 11m","Feminino","Urbana",12.04,0.12,3.6,0.07
"regiao","sul","06 - 11m","Feminino","Rural",13.06,0.36,3.89,0.2
"regiao","sul","06 - 11m","Feminino","Urbana",11.31,0.15,3.16,0.08
"regiao","centro_oeste","06 - 11m","Masculino","Rural",18.12,0.85,6.17,0.53
"regiao","centro_oeste","06 - 11m","Masculino","Urbana",15.23,0.29,5.03,0.18
"regiao","nordeste","06 - 11m","Masculino","Rural",23.76,0.17,8.94,0.12
"regiao","nordeste","06 - 11m","Masculino","Urbana",22.67,0.15,8.3,0.1
"regiao","norte","06 - 11m","Masculino","Rural",24.94,0.44,9.28,0.3
"regiao","norte","06 - 11m","Masculino","Urbana",21.93,0.29,8.22,0.19
"regiao","sudeste","06 - 11m","Masculino","Rural",15.31,0.28,4.85,0.17
"regiao","sudeste","06 - 11m","Masculino","Urbana",13.95,0.13,4.25,0.07
"regiao","sul","06 - 11m","Masculino","Rural",15.24,0.38,4.84,0.23
"regiao","sul","06 - 11m","Masculino","Urbana",13.51,0.16,3.83,0.09
"regiao","centro_oeste","12 - 17m","Feminino","Rural",15.9,0.61,4.87,0.36
"regiao","centro_oeste","12 - 17m","Feminino","Urbana",15.29,0.23,4.68,0.13
"regiao","nordeste","12 - 17m","Feminino","Rural",22.28,0.13,7.64,0.08
"regiao","nordeste","12 - 17m","Feminino","Urbana",21.44,0.11,7.36,0.07
"regiao","norte","12 - 17m","Feminino","Rural",20.87,0.29,7.31,0.19
"regiao","norte","12 - 17m","Feminino","Urbana",19.4,0.2,6.25,0.12
"regiao","sudeste","12 - 17m","Feminino","Rural",15.9,0.24,4.72,0.14
"regiao","sudeste","12 - 17m","Feminino","Urbana",15.7,0.11,4.46,0.06
"regiao","sul","12 - 17m","Feminino","Rural",16.6,0.33,4.65,0.19
"regiao","sul","12 - 17m","Feminino","Urbana",15.4,0.15,4,0.08
"regiao","centro_oeste","12 - 17m","Masculino","Rural",17.65,0.63,5.81,0.39
"regiao","centro_oeste","12 - 17m","Masculino","Urbana",16.83,0.24,5.41,0.15
"regiao","nordeste","12 - 17m","Masculino","Rural",23.51,0.14,8.43,0.09
"regiao","nordeste","12 - 17m","Masculino","Urbana",22.9,0.11,8.09,0.07
"regiao","norte","12 - 17m","Masculino","Rural",21.78,0.3,7.73,0.19
"regiao","norte","12 - 17m","Masculino","Urbana",20.97,0.21,7.21,0.13
"regiao","sudeste","12 - 17m","Masculino","Rural",17.47,0.25,5.51,0.15
"regiao","sudeste","12 - 17m","Masculino","Urbana",16.97,0.11,5.12,0.07
"regiao","sul","12 - 17m","Masculino","Rural",17.89,0.34,5.33,0.2
"regiao","sul","12 - 17m","Masculino","Urbana",17.56,0.16,4.86,0.09
"regiao","centro_oeste","18 - 23m","Feminino","Rural",15.91,0.51,4.53,0.29
"regiao","centro_oeste","18 - 23m","Feminino","Urbana",15.24,0.2,4.44,0.11
"regiao","nordeste","18 - 23m","Feminino","Rural",19.52,0.11,6.38,0.07
"regiao","nordeste","18 - 23m","Feminino","Urbana",19.6,0.09,6.53,0.06
"regiao","norte","18 - 23m","Feminino","Rural",17.62,0.23,5.68,0.14
"regiao","norte","18 - 23m","Feminino","Urbana",16.97,0.16,5.38,0.1
"regiao","sudeste","18 - 23m","Feminino","Rural",15.25,0.21,4.57,0.12
"regiao","sudeste","18 - 23m","Feminino","Urbana",15.98,0.09,4.73,0.05
"regiao","sul","18 - 23m","Feminino","Rural",16.45,0.3,4.64,0.17
"regiao","sul","18 - 23m","Feminino","Urbana",16.13,0.14,4.3,0.08
"regiao","centro_oeste","18 - 23m","Masculino","Rural",16.92,0.53,5.05,0.31
"regiao","centro_oeste","18 - 23m","Masculino","Urbana",16.57,0.21,5.3,0.13
"regiao","nordeste","18 - 23m","Masculino","Rural",20.59,0.11,7.18,0.07
"regiao","nordeste","18 - 23m","Masculino","Urbana",20.76,0.1,7.33,0.06
"regiao","norte","18 - 23m","Masculino","Rural",18.84,0.23,6.44,0.15
"regiao","norte","18 - 23m","Masculino","Urbana",18.72,0.17,6.25,0.11
"regiao","sudeste","18 - 23m","Masculino","Rural",16.39,0.21,5.18,0.13
"regiao","sudeste","18 - 23m","Masculino","Urbana",17.34,0.1,5.31,0.06
"regiao","sul","18 - 23m","Masculino","Rural",18.47,0.32,5.63,0.19
"regiao","sul","18 - 23m","Masculino","Urbana",18,0.15,4.95,0.08
"regiao","centro_oeste","2a","Feminino","Rural",11.94,0.32,3.81,0.19
"regiao","centro_oeste","2a","Feminino","Urbana",11.97,0.13,3.88,0.08
"regiao","nordeste","2a","Feminino","Rural",13.95,0.07,4.69,0.04
"regiao","nordeste","2a","Feminino","Urbana",14.56,0.06,5.01,0.04
"regiao","norte","2a","Feminino","Rural",11.6,0.13,3.73,0.08
"regiao","norte","2a","Feminino","Urbana",11.29,0.09,3.69,0.06
"regiao","sudeste","2a","Feminino","Rural",11.4,0.14,3.55,0.08
"regiao","sudeste","2a","Feminino","Urbana",13.1,0.06,4.16,0.04
"regiao","sul","2a","Feminino","Rural",13.29,0.21,3.92,0.12
"regiao","sul","2a","Feminino","Urbana",13.58,0.1,4.12,0.06
"regiao","centro_oeste","2a","Masculino","Rural",13.88,0.34,4.71,0.21
"regiao","centro_oeste","2a","Masculino","Urbana",12.8,0.13,4.3,0.08
"regiao","nordeste","2a","Masculino","Rural",15.26,0.07,5.46,0.05
"regiao","nordeste","2a","Masculino","Urbana",15.83,0.06,5.79,0.04
"regiao","norte","2a","Masculino","Rural",13.37,0.14,4.51,0.09
"regiao","norte","2a","Masculino","Urbana",12.76,0.1,4.3,0.06
"regiao","sudeste","2a","Masculino","Rural",12.45,0.14,4.04,0.08
"regiao","sudeste","2a","Masculino","Urbana",13.95,0.07,4.63,0.04
"regiao","sul","2a","Masculino","Rural",14.57,0.22,4.48,0.13
"regiao","sul","2a","Masculino","Urbana",14.42,0.1,4.41,0.06
"regiao","centro_oeste","3a","Feminino","Rural",10,0.27,3.18,0.16
"regiao","centro_oeste","3a","Feminino","Urbana",9.65,0.11,3.1,0.06
"regiao","nordeste","3a","Feminino","Rural",11.07,0.06,3.61,0.04
"regiao","nordeste","3a","Feminino","Urbana",12.07,0.05,4.12,0.03
"regiao","norte","3a","Feminino","Rural",8.09,0.1,2.41,0.06
"regiao","norte","3a","Feminino","Urbana",8.09,0.07,2.46,0.04
"regiao","sudeste","3a","Feminino","Rural",9.7,0.12,2.99,0.07
"regiao","sudeste","3a","Feminino","Urbana",11.41,0.06,3.68,0.03
"regiao","sul","3a","Feminino","Rural",12.19,0.19,3.87,0.11
"regiao","sul","3a","Feminino","Urbana",12.57,0.1,3.91,0.06
"regiao","centro_oeste","3a","Masculino","Rural",12.41,0.3,4.28,0.18
"regiao","centro_oeste","3a","Masculino","Urbana",11.17,0.12,3.97,0.07
"regiao","nordeste","3a","Masculino","Rural",12.65,0.06,4.73,0.04
"regiao","nordeste","3a","Masculino","Urbana",13.6,0.05,5.27,0.04
"regiao","norte","3a","Masculino","Rural",10.59,0.12,3.5,0.07
"regiao","norte","3a","Masculino","Urbana",10.06,0.08,3.46,0.05
"regiao","sudeste","3a","Masculino","Rural",10.99,0.12,3.78,0.08
"regiao","sudeste","3a","Masculino","Urbana",12.59,0.06,4.48,0.04
"regiao","sul","3a","Masculino","Rural",13.92,0.2,4.69,0.12
"regiao","sul","3a","Masculino","Urbana",13.73,0.1,4.7,0.06
"regiao","centro_oeste","4a","Feminino","Rural",7.72,0.24,2.44,0.14
"regiao","centro_oeste","4a","Feminino","Urbana",8.08,0.1,2.75,0.06
"regiao","nordeste","4a","Feminino","Rural",8.37,0.05,2.76,0.03
"regiao","nordeste","4a","Feminino","Urbana",9.79,0.05,3.48,0.03
"regiao","norte","4a","Feminino","Rural",5.28,0.08,1.55,0.05
"regiao","norte","4a","Feminino","Urbana",5.77,0.06,1.88,0.04
"regiao","sudeste","4a","Feminino","Rural",7.88,0.11,2.62,0.06
"regiao","sudeste","4a","Feminino","Urbana",9.88,0.05,3.47,0.03
"regiao","sul","4a","Feminino","Rural",10.65,0.18,3.63,0.11
"regiao","sul","4a","Feminino","Urbana",11.14,0.09,3.9,0.06
"regiao","centro_oeste","4a","Masculino","Rural",9.68,0.27,3.1,0.16
"regiao","centro_oeste","4a","Masculino","Urbana",9.54,0.11,3.56,0.07
"regiao","nordeste","4a","Masculino","Rural",10.22,0.06,3.79,0.04
"regiao","nordeste","4a","Masculino","Urbana",11.67,0.05,4.61,0.03
"regiao","norte","4a","Masculino","Rural",7.67,0.1,2.34,0.06
"regiao","norte","4a","Masculino","Urbana",7.85,0.07,2.71,0.04
"regiao","sudeste","4a","Masculino","Rural",9.48,0.11,3.35,0.07
"regiao","sudeste","4a","Masculino","Urbana",11.26,0.06,4.17,0.04
"regiao","sul","4a","Masculino","Rural",12.45,0.19,4.4,0.12
"regiao","sul","4a","Masculino","Urbana",12.7,0.1,4.72,0.06
"regiao","centro_oeste","5a","Feminino","Rural",21.38,0.38,6.89,0.24
"regiao","centro_oeste","5a","Feminino","Urbana",21.13,0.16,7.8,0.1
"regiao","nordeste","5a","Feminino","Rural",20.35,0.08,7.37,0.05
"regiao","nordeste","5a","Feminino","Urbana",23.37,0.07,9.39,0.05
"regiao","norte","5a","Feminino","Rural",15.08,0.14,4.55,0.08
"regiao","norte","5a","Feminino","Urbana",16.49,0.1,5.46,0.06
"regiao","sudeste","5a","Feminino","Rural",20.97,0.17,7.57,0.11
"regiao","sudeste","5a","Feminino","Urbana",25.16,0.08,9.87,0.05
"regiao","sul","5a","Feminino","Rural",26.34,0.26,9.74,0.17
"regiao","sul","5a","Feminino","Urbana",27.71,0.14,10.86,0.1
"regiao","centro_oeste","5a","Masculino","Rural",26.35,0.41,9.11,0.27
"regiao","centro_oeste","5a","Masculino","Urbana",24.62,0.17,9.56,0.11
"regiao","nordeste","5a","Masculino","Rural",24.05,0.08,9.55,0.06
"regiao","nordeste","5a","Masculino","Urbana",26.72,0.07,11.67,0.05
"regiao","norte","5a","Masculino","Rural",20.42,0.16,6.5,0.1
"regiao","norte","5a","Masculino","Urbana",20.77,0.12,7.36,0.07
"regiao","sudeste","5a","Masculino","Rural",24.61,0.18,9.42,0.12
"regiao","sudeste","5a","Masculino","Urbana",28.07,0.08,11.46,0.06
"regiao","sul","5a","Masculino","Rural",31.06,0.27,11.85,0.19
"regiao","sul","5a","Masculino","Urbana",32,0.15,13.01,0.11
"regiao","centro_oeste","6a","Feminino","Rural",22.17,0.42,7.43,0.27
"regiao","centro_oeste","6a","Feminino","Urbana",21.99,0.17,8.23,0.12
"regiao","nordeste","6a","Feminino","Rural",20.48,0.08,7.22,0.05
"regiao","nordeste","6a","Feminino","Urbana",23.96,0.07,9.47,0.05
"regiao","norte","6a","Feminino","Rural",14.8,0.15,4.4,0.09
"regiao","norte","6a","Feminino","Urbana",16.79,0.11,5.8,0.07
"regiao","sudeste","6a","Feminino","Rural",21.6,0.18,7.88,0.12
"regiao","sudeste","6a","Feminino","Urbana",25.92,0.09,10.34,0.06
"regiao","sul","6a","Feminino","Rural",25.29,0.27,9.1,0.18
"regiao","sul","6a","Feminino","Urbana",27.87,0.15,11.03,0.11
"regiao","centro_oeste","6a","Masculino","Rural",26.35,0.45,9.77,0.31
"regiao","centro_oeste","6a","Masculino","Urbana",24.23,0.18,10.13,0.13
"regiao","nordeste","6a","Masculino","Rural",22.68,0.09,9.34,0.06
"regiao","nordeste","6a","Masculino","Urbana",26.16,0.08,11.98,0.06
"regiao","norte","6a","Masculino","Rural",18.74,0.17,6.28,0.1
"regiao","norte","6a","Masculino","Urbana",19.55,0.13,7.61,0.08
"regiao","sudeste","6a","Masculino","Rural",23.69,0.19,9.46,0.13
"regiao","sudeste","6a","Masculino","Urbana",27.44,0.09,11.97,0.07
"regiao","sul","6a","Masculino","Rural",29.18,0.28,11.54,0.2
"regiao","sul","6a","Masculino","Urbana",30.71,0.16,13.12,0.12
"regiao","centro_oeste","7a","Feminino","Rural",24.74,0.6,8.52,0.39
"regiao","centro_oeste","7a","Feminino","Urbana",25.46,0.25,9.76,0.17
"regiao","nordeste","7a","Feminino","Rural",22.68,0.13,8.15,0.08
"regiao","nordeste","7a","Feminino","Urbana",25.95,0.11,10.34,0.08
"regiao","norte","7a","Feminino","Rural",15.8,0.21,4.83,0.12
"regiao","norte","7a","Feminino","Urbana",19.29,0.16,6.74,0.1
"regiao","sudeste","7a","Feminino","Rural",22.92,0.26,8.54,0.17
"regiao","sudeste","7a","Feminino","Urbana",28.07,0.13,11.45,0.09
"regiao","sul","7a","Feminino","Rural",26.99,0.38,9.83,0.25
"regiao","sul","7a","Feminino","Urbana",29.83,0.22,12.16,0.15
"regiao","centro_oeste","7a","Masculino","Rural",25.95,0.76,9.72,0.51
"regiao","centro_oeste","7a","Masculino","Urbana",25.32,0.31,10.83,0.22
"regiao","nordeste","7a","Masculino","Rural",22.91,0.16,9.42,0.11
"regiao","nordeste","7a","Masculino","Urbana",26.79,0.14,12.32,0.1
"regiao","norte","7a","Masculino","Rural",18.11,0.29,6.16,0.18
"regiao","norte","7a","Masculino","Urbana",20.68,0.23,8.27,0.15
"regiao","sudeste","7a","Masculino","Rural",23.57,0.3,9.62,0.21
"regiao","sudeste","7a","Masculino","Urbana",27.96,0.16,12.71,0.12
"regiao","sul","7a","Masculino","Rural",28.65,0.42,11.93,0.3
"regiao","sul","7a","Masculino","Urbana",30.93,0.25,13.79,0.18
"regiao","centro_oeste","8a","Feminino","Rural",26.52,0.69,9.16,0.45
"regiao","centro_oeste","8a","Feminino","Urbana",28.33,0.31,11.02,0.21
"regiao","nordeste","8a","Feminino","Rural",25.13,0.15,9.18,0.1
"regiao","nordeste","8a","Feminino","Urbana",28.53,0.14,11.2,0.1
"regiao","norte","8a","Feminino","Rural",17.47,0.25,4.9,0.14
"regiao","norte","8a","Feminino","Urbana",21.9,0.2,7.4,0.13
"regiao","sudeste","8a","Feminino","Rural",25.49,0.31,9.6,0.21
"regiao","sudeste","8a","Feminino","Urbana",30.51,0.16,12.66,0.12
"regiao","sul","8a","Feminino","Rural",30.12,0.47,11.31,0.32
"regiao","sul","8a","Feminino","Urbana",32.88,0.27,13.78,0.2
"regiao","centro_oeste","8a","Masculino","Rural",26.42,1.47,11.15,1.05
"regiao","centro_oeste","8a","Masculino","Urbana",28.93,0.59,13.19,0.44
"regiao","nordeste","8a","Masculino","Rural",23.17,0.35,9.71,0.24
"regiao","nordeste","8a","Masculino","Urbana",27.73,0.32,13.56,0.25
"regiao","norte","8a","Masculino","Rural",18.15,0.65,6.05,0.4
"regiao","norte","8a","Masculino","Urbana",22.48,0.49,9.53,0.34
"regiao","sudeste","8a","Masculino","Rural",24.54,0.47,10.8,0.34
"regiao","sudeste","8a","Masculino","Urbana",30.15,0.27,14.86,0.21
"regiao","sul","8a","Masculino","Rural",29.98,0.6,12.72,0.44
"regiao","sul","8a","Masculino","Urbana",32.63,0.36,15.95,0.28
"regiao","centro_oeste","9a","Feminino","Rural",29.23,0.73,9.89,0.48
"regiao","centro_oeste","9a","Feminino","Urbana",29.83,0.33,10.85,0.22
"regiao","nordeste","9a","Feminino","Rural",25.98,0.15,8.51,0.1
"regiao","nordeste","9a","Feminino","Urbana",29.23,0.15,10.51,0.1
"regiao","norte","9a","Feminino","Rural",18.28,0.26,4.98,0.15
"regiao","norte","9a","Feminino","Urbana",23.25,0.22,7.46,0.14
"regiao","sudeste","9a","Feminino","Rural",27.34,0.33,9.46,0.21
"regiao","sudeste","9a","Feminino","Urbana",31.73,0.17,12.56,0.12
"regiao","sul","9a","Feminino","Rural",31.86,0.5,12.19,0.35
"regiao","sul","9a","Feminino","Urbana",34.11,0.29,13.75,0.21
"regiao","centro_oeste","9a","Masculino","Rural",28.11,1.55,13.88,1.19
"regiao","centro_oeste","9a","Masculino","Urbana",31.5,0.68,13.79,0.51
"regiao","nordeste","9a","Masculino","Rural",24.78,0.39,10.28,0.27
"regiao","nordeste","9a","Masculino","Urbana",30.14,0.37,14.82,0.29
"regiao","norte","9a","Masculino","Rural",20.44,0.72,7.27,0.46
"regiao","norte","9a","Masculino","Urbana",24.92,0.55,10.7,0.4
"regiao","sudeste","9a","Masculino","Rural",26.6,0.52,11.73,0.38
"regiao","sudeste","9a","Masculino","Urbana",32.14,0.31,15.82,0.24
"regiao","sul","9a","Masculino","Rural",32.63,0.68,14.4,0.51
"regiao","sul","9a","Masculino","Urbana",35.86,0.41,18.3,0.33
"estados","Acre","0 - 5m","Feminino","Rural",14.29,3.53,6.12,2.42
"estados","Acre","0 - 5m","Feminino","Urbana",20.28,2.73,7.83,1.82
"estados","Alagoas","0 - 5m","Feminino","Rural",19.47,1.35,8.23,0.94
"estados","Alagoas","0 - 5m","Feminino","Urbana",16.3,1.12,6.63,0.75
"estados","Amapa","0 - 5m","Feminino","Rural",20,17.89,20,17.89
"estados","Amapa","0 - 5m","Feminino","Urbana",14.29,5,2.04,2.02
"estados","Amazonas","0 - 5m","Feminino","Rural",13.53,2.38,7.25,1.8
"estados","Amazonas","0 - 5m","Feminino","Urbana",15.34,1.31,5.29,0.81
"estados","Bahia","0 - 5m","Feminino","Rural",10.37,0.53,3.18,0.3
"estados","Bahia","0 - 5m","Feminino","Urbana",10.48,0.45,3.57,0.27
"estados","Ceara","0 - 5m","Feminino","Rural",16.09,0.98,6.41,0.65
"estados","Ceara","0 - 5m","Feminino","Urbana",14.4,0.75,5.07,0.47
"estados","Distrito Federal","0 - 5m","Feminino","Rural",3.12,2.17,0,0
"estados","Distrito Federal","0 - 5m","Feminino","Urbana",3.44,0.94,0,0
"estados","Espirito Santo","0 - 5m","Feminino","Rural",7.54,0.89,1.6,0.42
"estados","Espirito Santo","0 - 5m","Feminino","Urbana",7.87,0.6,2.31,0.34
"estados","Goias","0 - 5m","Feminino","Rural",17.74,3.43,10.48,2.75
"estados","Goias","0 - 5m","Feminino","Urbana",10.89,0.92,3.14,0.51
"estados","Maranhao","0 - 5m","Feminino","Rural",21.88,1.68,8.88,1.15
"estados","Maranhao","0 - 5m","Feminino","Urbana",17.41,1.1,7.32,0.76
"estados","Mato Grosso","0 - 5m","Feminino","Rural",12.24,3.31,3.06,1.74
"estados","Mato Grosso","0 - 5m","Feminino","Urbana",10.08,1.11,4.09,0.73
"estados","Mato Grosso do Sul","0 - 5m","Feminino","Rural",10.06,2.25,3.35,1.35
"estados","Mato Grosso do Sul","0 - 5m","Feminino","Urbana",7.45,0.43,1.66,0.21
"estados","Minas Gerais","0 - 5m","Feminino","Rural",8.47,0.41,2.76,0.24
"estados","Minas Gerais","0 - 5m","Feminino","Urbana",6.69,0.2,2.05,0.11
"estados","Para","0 - 5m","Feminino","Rural",12.84,1.15,5.11,0.76
"estados","Para","0 - 5m","Feminino","Urbana",12.02,0.74,4.19,0.45
"estados","Paraiba","0 - 5m","Feminino","Rural",15.06,0.73,4.99,0.44
"estados","Paraiba","0 - 5m","Feminino","Urbana",13.04,0.53,4.04,0.31
"estados","Parana","0 - 5m","Feminino","Rural",5.94,0.49,1.78,0.27
"estados","Parana","0 - 5m","Feminino","Urbana",5.21,0.2,1.24,0.1
"estados","Pernambuco","0 - 5m","Feminino","Rural",13.98,0.84,4.38,0.5
"estados","Pernambuco","0 - 5m","Feminino","Urbana",12.25,0.59,4.42,0.37
"estados","Piaui","0 - 5m","Feminino","Rural",15.34,1.4,5.86,0.91
"estados","Piaui","0 - 5m","Feminino","Urbana",11.29,1.15,3.41,0.66
"estados","Rio Grande do Norte","0 - 5m","Feminino","Rural",14.7,1.31,5.36,0.83
"estados","Rio Grande do Norte","0 - 5m","Feminino","Urbana",11.7,0.85,3.06,0.45
"estados","Rio Grande do Sul","0 - 5m","Feminino","Rural",9.88,0.96,3.5,0.59
"estados","Rio Grande do Sul","0 - 5m","Feminino","Urbana",7.35,0.34,2.11,0.19
"estados","Rio de Janeiro","0 - 5m","Feminino","Rural",8.67,1.51,2.6,0.86
"estados","Rio de Janeiro","0 - 5m","Feminino","Urbana",7.24,0.54,2.12,0.3
"estados","Rondonia","0 - 5m","Feminino","Rural",11.68,2.74,5.84,2
"estados","Rondonia","0 - 5m","Feminino","Urbana",20.53,2.93,8.95,2.07
"estados","Roraima","0 - 5m","Feminino","Rural",9.09,8.67,9.09,8.67
"estados","Roraima","0 - 5m","Feminino","Urbana",30.61,6.58,6.12,3.42
"estados","Santa Catarina","0 - 5m","Feminino","Rural",6.57,0.69,2.68,0.45
"estados","Santa Catarina","0 - 5m","Feminino","Urbana",4.91,0.3,1.24,0.15
"estados","Sao Paulo","0 - 5m","Feminino","Rural",5.09,0.59,1.16,0.29
"estados","Sao Paulo","0 - 5m","Feminino","Urbana",5.46,0.2,1.26,0.1
"estados","Sergipe","0 - 5m","Feminino","Rural",21.58,2.11,6.84,1.3
"estados","Sergipe","0 - 5m","Feminino","Urbana",20.89,1.65,8.22,1.11
"estados","Tocantins","0 - 5m","Feminino","Rural",23.57,3.59,12.86,2.83
"estados","Tocantins","0 - 5m","Feminino","Urbana",15.27,1.35,5.18,0.83
"estados","Acre","0 - 5m","Masculino","Rural",22.88,3.87,5.93,2.17
"estados","Acre","0 - 5m","Masculino","Urbana",19.71,2.76,7.21,1.79
"estados","Alagoas","0 - 5m","Masculino","Rural",20,1.32,6.78,0.83
"estados","Alagoas","0 - 5m","Masculino","Urbana",17.42,1.13,6.9,0.75
"estados","Amapa","0 - 5m","Masculino","Rural",40,21.91,20,17.89
"estados","Amapa","0 - 5m","Masculino","Urbana",16.33,5.28,8.16,3.91
"estados","Amazonas","0 - 5m","Masculino","Rural",15.26,2.61,7.37,1.9
"estados","Amazonas","0 - 5m","Masculino","Urbana",15.88,1.29,6,0.84
"estados","Bahia","0 - 5m","Masculino","Rural",13.09,0.58,4.72,0.37
